GeoType,GEOID,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
County,1001,"Autauga County, Alabama",42174,59.187,21.458,45.457,39.589,43.38,29.714,48.308,9.543,52.323,47.764,59.15,28.775,58.773,28.963,58.071,27.826,54.856,34.227,37.866,51.161,49.131,50.869,36.765,62.819,70.09,28.456,64.666,33.384,53.309,46.299,53.495,44.192,54.537,45.326,72.72,25.471,36.02,62.186,64.131,34.155,67.921,32.131,61.267,14.201,43.402,35.524,50.879,30.456,49.019,21.102,50.806,19.614,56,16.328,26.016,74.061,27.806,71.454,42.077,34.888
County,1003,"Baldwin County, Alabama",166595,60.461,24.379,44.678,38.904,42.798,32.502,49.647,10.144,53.32,46.612,61.096,26.58,59.762,28.537,58.25,28.61,55.284,34.867,37.89,52.569,47.112,52.888,35.075,64.459,71.049,27.353,64.245,33.651,53.071,47.196,53.85,44.326,57.098,43.047,72.656,25.39,35.474,62.482,61.327,36.663,69.034,30.992,61.598,14.338,43.173,38.041,51.039,32.064,49.469,21.853,50.896,20.028,57.677,16.229,27.387,72.643,30.79,68.564,42.443,36.464
County,1005,"Barbour County, Alabama",20057,68.059,12.916,50.516,35.892,46.778,22.609,56.416,7.08,61.239,38.661,65.09,18.587,63.155,19.857,64.09,18.478,62.083,23.596,47.029,38.772,59.202,40.798,42.855,56.378,74.527,23.889,68.805,28.472,63.824,35.374,64.17,33.266,61.708,38.077,74.606,23.321,33.815,64.226,60.242,37.504,78.05,21.777,66.212,11.995,51.963,24.878,59.744,20.452,57.036,15.656,59.861,14.922,62.023,13.143,26.129,73.84,23.022,75.766,52.717,23.023
County,1007,"Bibb County, Alabama",17877,57.593,22.621,42.594,42.197,37.977,31.386,46.525,10.011,49.509,50.388,56.617,28.637,55.253,30.088,54.719,28.548,52.91,34.163,37.408,49.799,48.133,51.867,33.339,65.977,68.72,30.059,62.408,35.382,52.098,47.664,53.613,44.2,54.101,45.899,70.104,27.987,39.478,58.432,66.739,31.429,68.074,31.752,58.627,15.537,41.426,36.602,48.855,30.292,47.623,22.059,50.319,19.963,53.946,17.633,22.188,77.773,23.894,75.211,40.706,35.284
County,1009,"Blount County, Alabama",44291,52.504,28.569,41.505,42.289,36.218,35.11,42.023,11.621,46.265,53.67,55.207,33.163,54.359,34.608,52.777,33.52,50.005,40.191,34.171,55.86,43.273,56.727,30.18,69.259,66.527,32.339,59.875,38.349,47.604,52.581,48.448,49.729,51.131,48.872,68.974,29.201,40.214,57.499,68.253,30.22,62.855,37.107,56.801,17.084,37.897,43.074,45.921,35.618,43.931,25.493,45.925,22.956,51.878,19.525,22.754,77.246,26.845,72.526,35.592,42.449
County,1011,"Bullock County, Alabama",8119,73.111,7.817,53.351,34.142,51.476,17.932,63.1,5.343,67.123,32.814,68.802,13.622,66.442,14.642,68.601,13.169,66.866,17.494,52.695,31.209,65.586,34.414,49.236,49.874,77.901,20.425,72.533,24.553,70.423,28.576,71.659,25.683,67.08,32.704,77.043,20.895,31.28,66.984,55.578,41.819,83.927,15.734,69.908,10.185,58.239,18.082,65.454,15.05,64.011,11.844,67.113,11.698,66.442,10.863,27.109,72.903,20.509,77.881,60.727,16.005
County,1013,"Butler County, Alabama",15433,65.315,14.816,47.548,38.6,43.715,25.517,54.202,7.609,57.227,42.755,62.312,21.35,60.799,22.152,60.727,20.787,58.851,26.161,43.542,41.426,55.716,44.284,40.263,59.047,73.721,24.767,67.744,29.691,60.543,38.676,62.505,34.774,60.411,39.52,74.505,23.473,35.454,62.611,62.559,35.326,75.932,23.831,63.699,12.975,48.238,27.884,55.641,23.554,55.085,16.996,58.133,15.855,59.399,14.362,24.562,75.482,22.337,76.42,48.725,25.872
County,1015,"Calhoun County, Alabama",89665,62.744,20.428,48.671,36.476,44.964,28.523,52.483,9.073,55.256,44.687,61.532,24.809,60.384,25.852,59.608,25.218,56.857,31.358,39.66,48.955,52.348,47.652,37.124,62.314,71.741,26.754,66.314,31.031,57.543,42.194,56.849,40.878,58.422,41.208,73.53,24.513,34.688,63.414,60.699,37.671,71.893,27.969,62.484,13.806,44.768,33.755,53.57,28.216,51.382,19.922,53.224,18.472,57.789,15.506,26.543,73.459,27.272,71.834,45.132,32.103
County,1017,"Chambers County, Alabama",26594,65.623,15.65,47.039,39.33,44.577,26.413,54.123,7.896,57.067,42.89,62.602,21.918,60.175,23.848,60.618,22.397,58.477,27.926,43.031,43.461,55.002,44.998,39.506,59.806,73.454,25.094,67.847,29.587,61.036,38.244,62.183,35.221,60.306,39.709,74.762,23.188,35.708,62.324,62.285,35.645,75.391,24.365,64.497,12.885,47.769,28.207,55.485,23.32,54.238,17.501,57.402,16.279,59.841,14.365,24.868,75.155,23.108,75.661,47.957,27.982
County,1019,"Cherokee County, Alabama",20657,57.289,26.344,43.768,40.006,39.38,33.124,45.937,10.789,48.615,51.287,57.041,31.229,55.691,33.314,54.496,31.659,52.679,37.35,36.221,54.075,47.209,52.791,32.336,67.099,68.059,31.03,61.742,36.516,50.997,49.295,51.28,46.892,52.613,47.597,69.598,28.802,38.226,59.768,66.314,32.246,65.877,34.205,58.76,15.657,40.502,39.946,47.981,33.542,45.141,23.782,47.167,21.514,54.161,17.668,24.224,75.742,28.517,70.967,39.58,38.978
County,1021,"Chilton County, Alabama",33421,56.182,25.345,44.068,38.618,40.219,31.451,46.288,10.204,49.174,50.834,57.377,30.628,56.047,32.398,55.149,30.725,53.357,36.064,37.393,51.907,47.075,52.925,33.077,66.288,67.582,30.982,62.391,35.589,52.143,47.888,52.361,45.595,53.155,46.596,71.178,26.843,37.134,60.352,65.441,32.87,66.721,33.156,57.957,15.232,41.35,38.16,48.039,31.368,47.301,21.626,49.003,20.304,53.168,17.434,24.025,75.949,26.91,72.449,39.986,38.002
County,1023,"Choctaw County, Alabama",10320,64.635,15.054,47.686,37.917,45.037,24.705,53.673,7.595,58.298,41.693,62.851,21.086,61.291,21.969,61.61,20.88,59.241,26.498,43.762,41.962,56.008,43.992,40.962,58.41,73.053,25.217,67.897,29.539,59.926,39.217,61.769,35.484,59.646,39.961,74.479,23.384,34.473,63.487,61.042,36.741,75.55,24.312,64.687,12.268,49.15,27.125,56.602,22.75,55.08,16.783,57.589,15.907,59.829,13.86,25.468,74.565,23.139,75.739,49.705,26.007
County,1025,"Clarke County, Alabama",18841,60.716,15.751,44.921,39.868,42.108,24.914,50.512,7.684,56.879,43.227,60.56,22.361,59.495,22.545,60.12,21.138,57.247,27.001,42.085,41.906,54.195,45.805,40.899,58.617,71.228,26.995,66.587,30.942,55.453,43.212,59.267,37.689,57.277,42.107,73.757,24.154,36.494,61.63,63.315,34.272,73.682,26.341,63.445,12.128,47.819,27.383,54.41,23.612,53.445,17.425,56.149,16.429,57.613,14.371,24.23,75.839,21.185,77.701,47.909,26.892
County,1027,"Clay County, Alabama",10564,56.284,24.45,42.798,41.717,38.643,31.656,45.128,10.372,49.365,50.571,56.267,29.704,55.158,30.954,54.075,29.927,52.011,35.644,36.388,51.206,47.318,52.682,32.701,66.643,67.135,31.293,62.079,35.718,51.552,48.221,52.122,45.614,52.778,46.985,69.818,28.03,38.378,59.078,65.546,32.638,67.143,32.681,57.712,15.875,40.606,38.533,47.823,31.945,47.184,22.542,49.063,20.807,52.903,18.011,22.684,77.305,24.62,74.544,40.429,36.623
County,1029,"Cleburne County, Alabama",11533,56.193,26.323,44.997,38.604,43.378,30.771,44.459,11.213,49.619,50.31,57.692,30.006,57.201,31.186,54.64,31.673,51.568,38.148,35.006,54.428,46.206,53.794,32.146,67.271,65.716,32.085,62.016,36.019,49.247,50.975,49.2,48.701,50.557,48.556,69.933,27.745,34.885,62.464,61.381,36.969,64.403,35.432,57.684,15.187,40.213,40.366,47.648,32.726,47.314,22.411,46.71,21.559,52.364,17.68,24.634,75.345,28.637,70.919,40.841,36.143
County,1031,"Coffee County, Alabama",39402,59.799,23.222,43.849,40.562,40.714,32.235,47.994,10.09,50.105,49.955,58.54,30.069,57.085,31.854,57.024,28.752,53.798,35.651,37.432,51.863,48.294,51.706,34.629,64.809,69.131,29.772,62.85,35.248,53.366,46.544,53.449,44.477,55.864,44.178,71.836,26.352,37.267,60.778,65.692,32.81,69.184,30.695,60.752,14.779,42.701,37.22,50.52,31.041,49.275,21.717,51.056,19.836,56.077,16.852,25.038,75.001,26.905,72.234,41.137,36.062
County,1033,"Colbert County, Alabama",43219,59.968,21.446,43.693,41.64,41.902,30.059,48.237,9.657,51.682,48.454,59.787,26.991,59.555,27.049,58.272,26.272,53.492,34.396,37.251,50.765,48.961,51.039,35.878,63.861,70.291,28.397,64.768,33.314,50.437,48.684,53.43,43.933,54.479,45.12,73.283,25.048,38.248,60.423,66.87,31.416,67.678,32.563,62.749,13.54,41.899,34.313,51.515,28.669,47.687,21.693,50.382,19.91,55.926,16.441,24.836,75.214,24.992,74.181,42.695,33.074
County,1035,"Conecuh County, Alabama",9790,63.436,14.685,47.042,39.437,42.818,25.626,54.006,7.61,57.018,43.008,60.898,21.418,59.334,21.945,60.011,20.544,57.969,25.982,42.998,40.891,55.232,44.768,39.771,59.537,73.745,24.704,67.925,29.461,60.475,38.474,62.908,34.247,60.803,39.041,74.729,23.215,36.605,61.464,63.529,34.252,75.814,23.923,64.152,12.719,48.628,27,56.487,22.449,55.002,17.097,58.236,16.042,59.115,14.425,23.195,76.846,20.359,78.308,48.478,25.534
County,1037,"Coosa County, Alabama",8956,63.239,17.532,46.708,38.65,43.579,26.654,52.005,8.343,55.429,44.505,61.389,23.561,59.577,25.113,59.714,23.611,57.924,29.085,42.017,45.213,53.854,46.146,38.517,60.794,72.086,26.593,65.999,31.664,58.51,41.134,58.954,38.679,58.142,41.872,72.747,25.38,35.682,62.33,62.73,35.344,73.417,26.458,63.028,13.388,46.821,30.375,54.336,25.325,52.25,18.547,54.963,17.237,58.75,14.856,25.129,74.869,25.23,73.815,46.722,29.618
County,1039,"Covington County, Alabama",29055,57.638,24.521,42.623,41.849,40.853,32.27,44.474,10.882,49.409,50.533,56.034,30.382,54.581,31.096,53.255,31.566,50.545,37.696,34.882,53.054,45.479,54.521,32.249,67.252,67.529,30.831,62.009,35.999,49.124,50.63,49.958,47.726,51.515,48.153,69.821,28.114,38.88,58.587,66.355,31.999,65.2,34.72,57.505,15.296,39.666,38.979,47.127,31.885,46.319,23.314,47.602,21.346,52.062,18.116,23.099,76.925,25.679,73.603,39.874,37.244
County,1041,"Crenshaw County, Alabama",10738,63.351,18.28,48.572,36.129,46.866,25.804,51.481,8.698,56.067,43.843,62.608,23.256,61.115,24.861,60.333,24.239,58.068,30.025,41.633,46.556,53.583,46.417,38.191,61.097,70.579,27.567,65.978,31.725,57.774,42.136,57.542,40.14,56.623,42.891,72.338,25.505,32.774,64.894,59.452,38.659,72.455,27.374,62.914,13.284,46.645,31.889,54.373,26.189,52.555,18.312,53.699,17.567,58.427,14.754,26.537,73.435,27.266,72.005,47.611,29.599
County,1043,"Cullman County, Alabama",64149,51.076,30.551,40.788,42.123,37.338,34.324,42.409,11.615,44.335,55.733,53.425,35.701,51.677,38.712,50.329,37.226,48.681,42.41,32.867,57.583,43.121,56.879,30.557,68.922,65.527,33.549,59.486,38.9,48.24,51.971,47.542,50.77,51.199,48.932,69.739,28.532,39.402,58.516,67.615,30.945,63.383,36.628,55.542,18.044,37.767,43.852,44.789,38.596,44.163,25.025,45.965,22.848,51.101,19.446,22.767,77.255,27.477,71.932,35.269,43.471
County,1045,"Dale County, Alabama",37892,61.261,21.532,45.798,39.753,41.995,30.468,49.589,9.564,53.112,46.822,59.068,28.44,57.896,29.526,57.408,28.202,54.875,34.142,38.797,50.165,49.752,50.248,35.816,63.638,71.353,27.267,64.47,33.385,54.535,45.276,55.279,41.598,55.614,44.54,72.941,25.129,36.958,61.094,63.294,35.035,69.478,30.376,61.308,14.341,43.409,34.71,51.709,28.447,50.106,20.826,52.243,19.366,56.494,16.612,25.317,74.686,26.413,72.68,43.598,33.812
County,1047,"Dallas County, Alabama",29817,70.478,9.526,51.544,35.927,48.122,21.363,61.097,6.003,64.828,35.157,66.09,15.743,65.612,15.017,66.613,14.517,63.322,20.056,49.448,33.48,62.127,37.873,45.466,53.769,77.247,20.765,72.343,24.642,68.194,30.374,71.403,25.49,66.448,33.054,78.474,19.179,33.412,64.424,56.423,41.188,82.412,17.134,67.815,11.153,54.184,20.907,62.794,16.779,63.002,13.153,65.681,12.708,63.399,12.031,25.339,74.75,18.706,79.58,56.741,17.71
County,1049,"DeKalb County, Alabama",53797,59.847,24.336,46.341,38.048,41.876,30.258,46.831,10.606,51.541,48.34,58.788,28.281,57.81,29.849,56.431,29.036,54.021,34.963,37.117,52.408,49.282,50.718,33.871,65.629,67.832,30.001,62.437,35.098,52.706,47.298,51.058,46.095,52.744,46.204,70.349,27.225,36.716,60.519,62.521,34.972,66.938,33.076,59.339,15.543,41.798,38.653,50.783,31.545,47.474,22.785,48.657,21.15,55.066,17.575,25.375,74.539,27.431,71.959,42.806,35.833
County,1051,"Elmore County, Alabama",62956,59.983,21.814,46.911,38.955,43.59,30.054,49.094,9.641,52.972,46.961,59.805,27.578,58.707,28.725,57.918,27.633,55.234,33.663,38.65,50.372,49.251,50.749,35.36,64.067,70.544,28.224,64.994,32.951,53.994,45.949,56.41,41.3,56.348,43.767,72.811,25.382,36.492,61.725,64.231,34.208,69.837,30.027,61.23,14.455,43.589,34.73,51.821,28.746,50.331,20.613,52.4,18.977,56.659,16.321,25.256,74.764,26.696,72.422,42.813,34.183
County,1053,"Escambia County, Alabama",28769,59.116,19.161,47.101,38.777,40.754,28.962,48.976,9.059,52.928,47.054,59.739,24.01,57.889,25.61,57.585,24.765,54.588,31.188,39.546,46.039,51.385,48.615,35.937,63.373,70.989,27.255,65.634,31.848,55.367,44.036,57.914,39.467,55.726,44.094,72.045,25.774,37.206,60.705,63.911,34.123,71.539,28.124,61.233,14.424,43.675,32.317,52.217,26.922,51.03,19.708,53.397,18.399,55.567,16.432,22.692,77.321,22.298,76.575,44.56,29.902
County,1055,"Etowah County, Alabama",80580,59.787,21.86,44.379,40.384,43.619,31.475,49.659,9.959,51.796,48.196,59.484,26.019,58.94,26.605,57.319,26.942,54.46,33.165,37.819,50.167,49.35,50.65,34.623,64.871,71.211,27.412,64.783,33.168,54.091,45.72,55.014,42.703,55.9,43.985,72.678,25.463,36.442,61.823,62.894,35.704,69.435,30.446,61.64,14.424,42.903,36.499,51.976,29.43,49.679,21.497,51.071,19.917,56.439,16.861,24.76,75.281,26.758,72.384,43.237,33.15
County,1057,"Fayette County, Alabama",13056,57.099,24.377,42.748,42.059,37.96,33.513,45.019,10.598,48.715,51.185,56.383,30.762,55.126,32.367,54.126,30.892,52.196,36.577,36.374,52.515,46.52,53.48,32.021,67.369,68.817,30.08,61.712,36.365,50.561,49.471,51.692,46.327,53.443,46.611,70.376,27.846,39.308,58.562,67.723,30.686,66.118,33.851,58.439,15.726,39.907,38.779,48.021,31.763,46.309,23.359,48.574,21.041,53.66,17.949,22.848,77.152,26.014,73.251,39.515,38.392
County,1059,"Franklin County, Alabama",23602,58.318,23.47,45.335,39.557,40.975,30.63,47.017,10.225,51.095,48.833,58.572,29.264,57.3,31.093,56.346,29.694,54.39,35.359,37.974,51.951,48.229,51.771,34.161,65.26,68.737,29.901,63.06,34.865,53.03,47.033,52.525,45.517,53.509,46.364,70.574,27.531,36.962,60.861,64.492,33.792,67.962,32.095,60.243,15.162,41.718,38.322,48.996,31.919,47.107,22.198,49.173,20.478,55.573,17.059,25.041,74.933,27.933,71.464,41.25,37.12
County,1061,"Geneva County, Alabama",20598,56.223,26.206,43.459,40.905,38.066,33.037,44.247,10.888,47.419,52.529,56.063,31.287,54.062,34.118,53.767,31.594,51.29,38.062,35.316,53.287,47.035,52.965,31.775,67.611,67.037,31.755,60.97,37.1,49.979,50.116,49.901,48.155,51.874,48.17,69.162,28.955,38.661,59.073,66.59,31.803,64.757,35.163,57.56,16.413,39.603,40.406,47.116,33.696,45.55,23.919,47.57,21.716,52.812,18.598,23.134,76.86,26.53,72.804,37.996,40.301
County,1063,"Greene County, Alabama",6444,68.132,7.149,52.303,31.981,53.855,13.4,58.372,4.423,69.391,30.901,70.515,12.115,68.607,12.862,71.452,11.088,68.967,15.453,54.684,28.614,66.436,33.564,56.863,42.939,74.238,23.539,72.594,24.789,63.014,34.867,67.338,29.279,60.762,37.682,76.813,21.103,27.926,70.431,54.425,42.176,82.552,17.863,72.458,7.648,61.019,14.544,65.281,14.005,62.903,10.195,65.25,10.521,67.039,9.049,31.585,68.541,21.516,77.605,62.056,15.052
County,1065,"Hale County, Alabama",11355,71.44,10.125,52.68,34.863,51.438,20.922,60.453,6.444,65.319,34.61,66.774,16.449,66.244,15.756,66.263,15.79,62.955,21.224,48.4,35.353,61.537,38.463,44.66,54.597,75.502,22.075,72.251,24.744,66.194,32.635,69.331,27.518,64.418,34.807,77.821,19.655,30.894,66.98,54.244,43.362,81.193,18.3,67.357,10.778,54.397,21.792,62.479,17.43,62.703,13.205,63.83,13.424,62.509,12.154,25.983,74.075,20.526,77.888,58.199,17.882
County,1067,"Henry County, Alabama",13548,60.974,19.901,44.944,40.143,41.824,29.356,49.753,9.27,53.098,46.823,59.333,25.981,58.059,27.003,57.586,26.034,55.18,31.965,39.35,47.851,50.992,49.008,36.022,63.345,70.771,27.759,64.524,33.155,55.325,44.288,56.242,41.295,56.532,43.375,72.249,25.727,37.03,60.879,63.812,34.348,70.883,28.931,61.077,14.271,43.928,33.758,51.835,27.881,50.566,20.338,52.893,18.746,56.304,16.245,24.25,75.768,24.754,74.259,44.064,32.065
County,1069,"Houston County, Alabama",80346,62.057,19.284,46.677,39.046,44.215,28.477,49.877,9.361,54.625,45.333,60.335,24.387,59.621,24.842,58.834,24.616,55.452,31.667,38.965,48.233,51.499,48.501,36.755,62.773,70.687,27.526,65.349,32.444,53.821,45.662,57.333,39.924,54.665,45.036,72.98,24.958,35.907,62.123,62.712,35.507,71.401,28.53,60.93,13.594,43.797,33.878,51.966,27.911,51.175,20.072,52.25,18.728,55.863,15.917,25.385,74.663,25.604,73.501,46.432,30.658
County,1071,"Jackson County, Alabama",40870,52.665,26.933,40.479,43.352,36.841,33.424,41.706,10.914,47.645,52.451,53.679,31.869,54.747,32.737,53.636,31.157,50.312,37.714,33.692,54.628,43.531,56.469,32.846,66.863,66.696,32.297,60.653,37.812,45.78,53.772,47.186,50.75,50.486,49.111,69.971,28.495,40.488,57.577,69.335,28.96,62.063,38.423,58.181,15.076,38.359,39.45,44.604,33.86,42.612,24.647,45.015,22.203,51.973,18.132,23.42,76.611,26.361,73.188,36.109,41.631
County,1073,"Jefferson County, Alabama",508503,67.76,12.145,51.998,36.163,55.989,20.655,61.396,6.66,63.156,37.066,67.529,19.534,65.83,20.333,65.84,18.654,63.268,25.668,46.646,41.246,61.741,38.259,46.385,52.911,76.353,21.566,72.268,24.85,69.057,30.294,68.13,29.455,62.636,36.777,77.35,21.139,29.431,68.325,58.214,39.916,79.415,20.553,67.916,11.502,54.378,25.062,60.822,20.954,60.013,14.776,62.103,14.091,64.326,12.149,30.978,69.162,27.453,71.306,53.706,21.054
County,1075,"Lamar County, Alabama",10835,54.403,27.255,40.305,44.16,35.524,35.431,43.394,11.346,45.937,53.986,54,32.906,53.036,34.103,51.692,32.871,49.627,38.803,34.036,54.449,44.371,55.629,30.428,69.02,67.369,31.555,60.563,37.485,48.273,51.611,49.765,48.155,51.811,48.318,69.519,28.622,41.246,56.622,68.952,29.456,63.966,35.965,56.581,16.716,37.856,41.323,45.391,34.409,44.167,24.995,46.783,22.245,51.45,19.336,21.676,78.315,24.611,74.586,36.338,40.623
County,1077,"Lauderdale County, Alabama",74245,64.608,20.973,51.222,35.216,47.344,30.323,52.292,10.086,55.903,43.941,63.143,24.906,62.193,26.126,59.837,26.788,55.564,33.762,39.239,50.242,49.935,50.065,35.002,64.54,71.334,26.148,65.793,31.652,55.591,43.279,55.988,40.673,57.408,41.137,74.102,23.424,34.73,62.586,59.842,37.787,68.994,29.819,63.236,13.721,44.494,35.96,54.034,28.732,51.848,20.74,51.625,19.831,57.84,16.085,25.654,74.413,28.297,70.796,46.303,30.66
County,1079,"Lawrence County, Alabama",25877,56.914,23.493,43.029,41.958,38.039,32.574,46.097,10.129,49.697,50.268,57.262,29.29,56.108,30.449,55.391,28.999,53.225,34.811,37.381,50.881,48.205,51.795,33.588,65.796,69.514,29.266,62.856,35.047,52.775,46.943,54.032,43.695,54.427,45.63,71.086,27.035,38.959,58.915,66.923,31.339,67.6,32.266,58.466,15.589,40.566,37.522,47.961,31.004,46.438,22.737,49.427,20.601,53.633,17.68,23.061,76.919,24.404,74.675,39.568,36.353
County,1081,"Lee County, Alabama",126767,70.451,15.88,53.122,33.981,54.231,25.467,57.802,8.345,60.66,39.27,66.535,22.135,66.144,22.425,65.043,22.428,60.533,29.707,41.971,48.849,55.877,44.123,41.419,58.2,75.661,22.738,69.422,28.494,62.119,37.57,61.199,36.441,61.724,37.883,76.95,21.23,31.953,66.516,56.371,42.209,74.619,25.284,67.582,11.861,50.42,29.522,59.91,23.536,55.761,17.595,56.511,16.885,62.365,13.556,30.487,69.547,30.371,68.738,51.832,27.174
County,1083,"Limestone County, Alabama",73143,57.033,23.708,45.99,41.013,40.004,32.919,48.86,10.027,52.305,47.701,57.872,30.193,57.085,30.926,56.654,29.413,53.409,36.027,37.105,52.145,47.601,52.399,35.111,64.432,69.566,29.542,63.562,34.609,54.319,45.453,54.746,43.064,55.169,45.394,71.001,27.352,37.583,60.804,63.576,34.169,68.084,31.762,59.057,15.2,40.88,35.88,48.268,31.324,48.784,21.904,50.794,20.073,54.145,17.15,24.226,75.875,26.903,72.138,39.963,38.908
County,1085,"Lowndes County, Alabama",7814,70.427,8.633,50.194,36.745,47.335,19.312,60.584,5.673,65.038,34.99,66.687,14.785,65.066,15.034,66.812,13.847,64.174,18.636,50.244,31.929,63.036,36.964,47.381,51.892,76.624,21.457,71.696,25.379,66.556,31.967,69.61,27.254,64.204,35.506,77.334,20.466,33.288,64.77,57.569,39.831,82.161,17.541,68.809,10.201,56.326,19.092,63.691,16.077,62.781,12.68,65.613,12.418,64.044,11.577,25.404,74.697,18.357,80.048,58.58,17.05
County,1087,"Macon County, Alabama",15479,73.483,7.098,53.308,34.648,52.037,18.49,64.853,5.132,67.613,32.336,69.639,12.501,67.62,13.192,69.347,12.335,67.182,16.833,53.164,30.413,65.376,34.624,50.168,49.215,78.83,19.44,74.325,22.695,70.497,28.248,73.846,23.315,67.282,32.419,79.42,18.407,31.417,66.722,56.259,41.258,84.576,15.097,71.031,9.916,57.987,17.023,66.811,14.358,65.524,11.104,68.55,10.754,66.82,10.628,27.41,72.683,19.46,78.878,61.222,15.146
County,1089,"Madison County, Alabama",282589,65.866,16.268,55.474,35.065,51.585,27.368,57.306,8.369,58.674,40.849,65.825,23.036,63.788,25.256,61.882,25.15,57.82,32.438,40.431,49.023,54.325,45.675,39.996,59.373,76.54,21.708,69.944,27.776,63.457,36.093,59.456,38.481,60.095,39.907,78.123,19.602,34.133,63.819,55.469,42.827,75.058,24.738,66.184,12.613,48.169,30.39,56.781,24.802,55.056,17.83,57.077,17.029,60.869,13.641,29.775,70.319,28.886,69.907,47.767,30.678
County,1091,"Marengo County, Alabama",14917,65.143,12.953,46.021,38.984,43.729,24.21,55.01,7.078,58.257,41.842,62.583,20.19,61.369,20.448,62.372,19.071,59.446,25.047,44.25,40.041,57.596,42.404,42.657,56.79,74.504,23.951,69.002,28.434,61.69,37.142,64.76,32.344,61.503,38.253,76.088,21.914,35.231,63.171,63.291,34.478,77.24,22.619,66.08,11.586,51.153,25.036,58.867,21.246,56.229,16.337,59.843,15.146,61.065,13.331,24.9,75.179,21.181,77.488,51.566,23.852
County,1093,"Marion County, Alabama",23591,55.654,26.502,42.491,41.948,38.986,34.078,44.522,11.394,46.736,53.202,55.62,32.308,54.681,33.863,52.457,32.737,50.789,38.728,34.302,55.466,45.352,54.648,31.153,68.337,67.433,31.386,60.718,37.469,49.575,50.497,49.375,48.665,51.29,48.705,69.602,28.597,39.4,58.349,66.808,31.724,63.656,36.415,58.16,16.227,38.888,41.006,46.593,33.738,44.148,24.653,45.845,22.378,52.259,18.725,23.19,76.783,26.968,72.441,38.171,40.596
